Date,Name,Year,Letterboxd URI,Rating
2024-10-17,Home Alone,1990,https://boxd.it/29Fg,3
2024-10-17,Home Alone 2: Lost in New York,1992,https://boxd.it/29F6,3
2024-10-17,Gremlins 2: The New Batch,1990,https://boxd.it/29g6,3
2024-10-17,Cam,2018,https://boxd.it/iWvG,3
2024-10-17,The Platform,2019,https://boxd.it/mUm6,3
2024-10-17,Gladiator,2000,https://boxd.it/2b9m,3
2024-10-17,Halloween,1978,https://boxd.it/2wRu,4
2024-10-17,Halloween,2018,https://boxd.it/f0uE,4
2024-10-17,Scream VI,2023,https://boxd.it/zdfW,3
2024-10-17,The Fall Guy,2024,https://boxd.it/s0Bm,3
2024-10-17,Scream 3,2000,https://boxd.it/24Ei,3
